state;action_reward;n_state
8289&0|810&0|6881&0|10537&0|3408&0|18373&0|20361&1|18188&0|4288&0|11211&0;810&0|18373&0|18962&0;8289&0|810&0|6881&0|10537&0|3408&0|18373&0|20361&1|18188&0|4288&0|11211&0|810&0|18373&0|18962&0
19895&0|1284&0|1224&1|20387&0|18075&0|11484&0|1284&0|14842&1|20387&1|11749&1;19094&0|18940&0|5564&0;19895&0|1284&0|1224&1|20387&0|18075&0|11484&0|1284&0|14842&1|20387&1|11749&1|19094&0|18940&0|5564&0
8762&1|4942&1|10765&0|16515&1|1070&1|8762&0|3556&1|12144&0|9902&0|8386&0;12330&1|1070&0|16515&0;8762&1|4942&1|10765&0|16515&1|1070&1|8762&0|3556&1|12144&0|9902&0|8386&0|12330&1|1070&0|16515&0
5646&0|18122&0|5646&0|9201&0|9201&1|3458&1|14367&1|10475&0|19174&0|18295&1;14788&1|12734&0|13947&1;5646&0|18122&0|5646&0|9201&0|9201&1|3458&1|14367&1|10475&0|19174&0|18295&1|14788&1|12734&0|13947&1
18759&0|333&0|376&1|2829&0|12121&0|6154&0|10329&1|7460&0|1862&1|19808&0;8935&1|14569&1|8814&1;18759&0|333&0|376&1|2829&0|12121&0|6154&0|10329&1|7460&0|1862&1|19808&0|8935&1|14569&1|8814&1
497&1|8776&1|17563&0|497&1|231&0|17563&0|16914&0|10550&1|17563&0|10550&1;231&0|7617&0|16914&0;497&1|8776&1|17563&0|497&1|231&0|17563&0|16914&0|10550&1|17563&0|10550&1|231&0|7617&0|16914&0
4118&0|2494&1|9853&1|9942&1|10364&1|1682&1|8566&1|10642&1|9657&0|15216&1;13709&0|16975&1|19783&1;4118&0|2494&1|9853&1|9942&1|10364&1|1682&1|8566&1|10642&1|9657&0|15216&1|13709&0|16975&1|19783&1
15937&0|7191&0|15254&0|668&0|5939&0|7000&1|4890&1|20653&0|7191&1|12172&0;15216&1|6844&1|7246&1;15937&0|7191&0|15254&0|668&0|5939&0|7000&1|4890&1|20653&0|7191&1|12172&0|15216&1|6844&1|7246&1
4899&1|6929&1|9439&1|20683&1|6041&1|8018&1|5971&1|6710&1|12025&1|14652&1;17605&1|5901&1|8465&0;4899&1|6929&1|9439&1|20683&1|6041&1|8018&1|5971&1|6710&1|12025&1|14652&1|17605&1|5901&1|8465&0
16883&1|2494&1|13598&1|15216&1|13163&1|10364&1|7162&1|4192&1|10642&1|9657&1;5&1|3500&0|13709&1;16883&1|2494&1|13598&1|15216&1|13163&1|10364&1|7162&1|4192&1|10642&1|9657&1|5&1|3500&0|13709&1
13224&0|15311&0|13224&1|16149&1|9853&0|2109&1|5564&0|15216&0|14040&1|10416&1;15311&1|16914&0|16914&1;13224&0|15311&0|13224&1|16149&1|9853&0|2109&1|5564&0|15216&0|14040&1|10416&1|15311&1|16914&0|16914&1
11522&0|18934&0|6725&0|9515&1|3827&1|9343&0|9515&0|3827&0|7923&0|9515&0;1083&1|4641&1|14719&0;11522&0|18934&0|6725&0|9515&1|3827&1|9343&0|9515&0|3827&0|7923&0|9515&0|1083&1|4641&1|14719&0
19643&0|8160&1|16792&0|20546&0|14956&0|8160&0|8995&0|14956&0|1375&0|1150&0;9488&0|8995&1|9488&1;19643&0|8160&1|16792&0|20546&0|14956&0|8160&0|8995&0|14956&0|1375&0|1150&0|9488&0|8995&1|9488&1
9981&0|1049&1|20142&0|5338&0|18683&0|15442&0|5338&0|2993&0|6401&1|9981&0;10857&0|18838&1|10764&0;9981&0|1049&1|20142&0|5338&0|18683&0|15442&0|5338&0|2993&0|6401&1|9981&0|10857&0|18838&1|10764&0
7009&0|12554&1|17698&1|15235&0|8348&1|16998&1|15235&0|17409&1|18970&0|14770&1;545&1|12788&1|12329&0;7009&0|12554&1|17698&1|15235&0|8348&1|16998&1|15235&0|17409&1|18970&0|14770&1|545&1|12788&1|12329&0
5396&1|13142&0|2957&1|1556&1|13001&1|10946&0|8774&1|10892&0|17748&0|8196&0;11685&0|10066&0|1921&0;5396&1|13142&0|2957&1|1556&1|13001&1|10946&0|8774&1|10892&0|17748&0|8196&0|11685&0|10066&0|1921&0
10219&0|6908&1|10939&0|15992&1|13961&0|1591&1|8567&0|9508&0|5927&0|16914&0;4314&0|16657&0|10539&0;10219&0|6908&1|10939&0|15992&1|13961&0|1591&1|8567&0|9508&0|5927&0|16914&0|4314&0|16657&0|10539&0
1709&0|11229&0|11229&0|1519&0|1709&0|15304&0|8539&0|4148&0|11229&0|1709&0;13080&0|18579&1|6467&0;1709&0|11229&0|11229&0|1519&0|1709&0|15304&0|8539&0|4148&0|11229&0|1709&0|13080&0|18579&1|6467&0
1680&1|17817&0|4067&1|10085&1|5414&0|1078&0|7824&0|1078&0|14015&0|1078&0;5414&0|10436&0|1078&0;1680&1|17817&0|4067&1|10085&1|5414&0|1078&0|7824&0|1078&0|14015&0|1078&0|5414&0|10436&0|1078&0
13182&0|19260&0|10973&0|13399&1|2856&0|651&0|14658&0|19640&0|18799&0|8729&1;6337&1|4229&0|14811&1;13182&0|19260&0|10973&0|13399&1|2856&0|651&0|14658&0|19640&0|18799&0|8729&1|6337&1|4229&0|14811&1
11194&1|19959&0|14810&1|9853&1|8905&1|1752&1|15791&0|10583&0|1748&1|5372&1;9063&0|6130&0|17122&1;11194&1|19959&0|14810&1|9853&1|8905&1|1752&1|15791&0|10583&0|1748&1|5372&1|9063&0|6130&0|17122&1
6900&1|3683&0|9982&0|1087&0|1595&1|17991&0|18822&1|12923&1|10634&1|7569&0;9012&0|15616&0|4392&1;6900&1|3683&0|9982&0|1087&0|1595&1|17991&0|18822&1|12923&1|10634&1|7569&0|9012&0|15616&0|4392&1
9657&1|8147&0|14937&1|14397&0|9657&1|19818&1|19818&1|9657&1|12350&1|14937&0;14397&0|12350&0|19818&0;9657&1|8147&0|14937&1|14397&0|9657&1|19818&1|19818&1|9657&1|12350&1|14937&0|14397&0|12350&0|19818&0
13556&1|15209&1|20579&0|18240&0|7214&1|14571&1|14828&0|4383&0|16933&0|19461&1;6246&1|16506&1|6246&0;13556&1|15209&1|20579&0|18240&0|7214&1|14571&1|14828&0|4383&0|16933&0|19461&1|6246&1|16506&1|6246&0
15708&1|7836&1|12241&1|3490&0|19752&1|10217&1|846&0|12669&1|11113&0|19227&0;1284&1|15328&0|1610&1;15708&1|7836&1|12241&1|3490&0|19752&1|10217&1|846&0|12669&1|11113&0|19227&0|1284&1|15328&0|1610&1
9909&0|14121&1|18922&0|17083&0|5633&1|6866&1|12635&0|20054&0|11119&1|8503&1;13542&0|568&0|17034&0;9909&0|14121&1|18922&0|17083&0|5633&1|6866&1|12635&0|20054&0|11119&1|8503&1|13542&0|568&0|17034&0
7066&0|14700&0|13709&0|14842&0|2494&1|4312&0|18947&0|4118&0|19895&0|20285&0;14652&0|19959&0|5861&0;7066&0|14700&0|13709&0|14842&0|2494&1|4312&0|18947&0|4118&0|19895&0|20285&0|14652&0|19959&0|5861&0
15020&1|12701&1|17227&1|16033&1|18080&1|16702&1|471&1|20013&1|18510&1|4987&1;8787&0|17227&0|4357&0;15020&1|12701&1|17227&1|16033&1|18080&1|16702&1|471&1|20013&1|18510&1|4987&1|8787&0|17227&0|4357&0
3173&1|19743&1|13054&1|2851&1|5231&1|12556&1|12412&1|19500&1|17384&1|20541&1;1765&0|816&1|20541&0;3173&1|19743&1|13054&1|2851&1|5231&1|12556&1|12412&1|19500&1|17384&1|20541&1|1765&0|816&1|20541&0
7727&0|2420&0|19028&0|3164&0|14689&1|4240&0|2565&0|3688&0|4919&0|16022&0;7727&0|8570&0|16022&0;7727&0|2420&0|19028&0|3164&0|14689&1|4240&0|2565&0|3688&0|4919&0|16022&0|7727&0|8570&0|16022&0
5412&0|11907&0|2440&0|20644&1|3081&1|6383&1|18310&1|7494&1|6950&0|14392&1;17257&1|8426&0|18709&1;5412&0|11907&0|2440&0|20644&1|3081&1|6383&1|18310&1|7494&1|6950&0|14392&1|17257&1|8426&0|18709&1
19254&0|3560&0|14466&0|10559&1|5759&0|4031&0|19668&0|10359&0|6892&1|3148&0;15208&0|13538&0|12118&0;19254&0|3560&0|14466&0|10559&1|5759&0|4031&0|19668&0|10359&0|6892&1|3148&0|15208&0|13538&0|12118&0
9693&1|1632&1|10568&1|10442&1|9693&1|12877&0|5819&1|7066&1|12319&0|17580&0;2050&1|10568&1|12877&1;9693&1|1632&1|10568&1|10442&1|9693&1|12877&0|5819&1|7066&1|12319&0|17580&0|2050&1|10568&1|12877&1
15529&0|8041&1|14322&1|9255&1|17776&1|4924&1|5355&0|15195&0|10532&1|2982&0;3260&0|15074&0|11484&1;15529&0|8041&1|14322&1|9255&1|17776&1|4924&1|5355&0|15195&0|10532&1|2982&0|3260&0|15074&0|11484&1
14916&1|14916&1|14916&1|14916&1|14916&1|14916&1|8732&0|14916&1|14916&1|14916&1;14916&1|14916&1|14916&1;14916&1|14916&1|14916&1|14916&1|14916&1|14916&1|8732&0|14916&1|14916&1|14916&1|14916&1|14916&1|14916&1
16871&0|11484&0|14700&0|15216&1|11484&1|8052&0|11945&0|16871&0|11484&1|11945&1;15661&0|8718&0|15661&0;16871&0|11484&0|14700&0|15216&1|11484&1|8052&0|11945&0|16871&0|11484&1|11945&1|15661&0|8718&0|15661&0
2532&0|374&0|14047&1|18186&0|4541&0|13957&1|16919&0|15690&0|16079&1|6284&0;14040&0|13446&0|4541&0;2532&0|374&0|14047&1|18186&0|4541&0|13957&1|16919&0|15690&0|16079&1|6284&0|14040&0|13446&0|4541&0
7363&1|12573&1|3500&1|3500&0|13013&1|10834&1|15003&0|15003&1|13013&0|10834&0;3500&0|2596&1|7363&0;7363&1|12573&1|3500&1|3500&0|13013&1|10834&1|15003&0|15003&1|13013&0|10834&0|3500&0|2596&1|7363&0
7618&0|4257&0|11141&1|15451&0|1695&1|5025&0|1616&0|5251&0|15120&1|13561&0;7855&0|13028&0|3980&0;7618&0|4257&0|11141&1|15451&0|1695&1|5025&0|1616&0|5251&0|15120&1|13561&0|7855&0|13028&0|3980&0
12493&1|19094&1|1224&1|1284&0|20249&1|20387&0|2708&1|4017&1|18940&1|18075&1;3490&1|18984&1|8981&1;12493&1|19094&1|1224&1|1284&0|20249&1|20387&0|2708&1|4017&1|18940&1|18075&1|3490&1|18984&1|8981&1
1262&1|14754&0|5903&1|20267&1|19918&0|7638&0|230&0|8660&1|14056&1|11009&0;6307&0|2445&0|9261&0;1262&1|14754&0|5903&1|20267&1|19918&0|7638&0|230&0|8660&1|14056&1|11009&0|6307&0|2445&0|9261&0
18412&0|5824&1|11453&0|18412&0|1488&1|20114&0|11453&0|11453&1|1488&0|4328&0;2854&0|2854&0|8242&0;18412&0|5824&1|11453&0|18412&0|1488&1|20114&0|11453&0|11453&1|1488&0|4328&0|2854&0|2854&0|8242&0
5640&0|11696&0|10565&1|15026&0|6419&0|18511&0|10545&0|8130&0|13561&0|1472&1;2153&0|13913&0|8663&0;5640&0|11696&0|10565&1|15026&0|6419&0|18511&0|10545&0|8130&0|13561&0|1472&1|2153&0|13913&0|8663&0
20683&1|4192&1|14745&1|1269&1|6200&0|5965&1|1980&1|10774&0|6402&1|10235&0;9506&1|18984&1|7162&1;20683&1|4192&1|14745&1|1269&1|6200&0|5965&1|1980&1|10774&0|6402&1|10235&0|9506&1|18984&1|7162&1
19041&1|14548&0|13336&0|8388&1|7218&1|6150&0|14832&1|1964&0|14936&0|13575&0;4345&0|15921&0|4999&0;19041&1|14548&0|13336&0|8388&1|7218&1|6150&0|14832&1|1964&0|14936&0|13575&0|4345&0|15921&0|4999&0
13753&1|10096&1|375&0|17645&0|10099&0|6929&0|6041&1|20683&0|6710&1|14652&1;2116&1|18071&1|140&1;13753&1|10096&1|375&0|17645&0|10099&0|6929&0|6041&1|20683&0|6710&1|14652&1|2116&1|18071&1|140&1
3178&0|17164&0|15588&0|243&0|18169&0|18169&0|11140&0|11140&1|3593&0|11555&1;8791&0|11444&0|290&0;3178&0|17164&0|15588&0|243&0|18169&0|18169&0|11140&0|11140&1|3593&0|11555&1|8791&0|11444&0|290&0
7162&0|13598&0|15216&1|9454&1|19959&1|13163&1|14523&0|12963&1|11484&1|19783&0;14047&1|13709&0|1224&1;7162&0|13598&0|15216&1|9454&1|19959&1|13163&1|14523&0|12963&1|11484&1|19783&0|14047&1|13709&0|1224&1
3182&0|18989&1|13598&0|15050&1|7390&0|9853&1|3182&0|8015&1|9672&0|9069&0;6001&1|18614&0|4335&1;3182&0|18989&1|13598&0|15050&1|7390&0|9853&1|3182&0|8015&1|9672&0|9069&0|6001&1|18614&0|4335&1
9942&0|9853&0|7162&1|10364&0|4118&0|13598&0|9853&0|15732&0|6779&0|13598&0;12411&0|16975&1|13709&0;9942&0|9853&0|7162&1|10364&0|4118&0|13598&0|9853&0|15732&0|6779&0|13598&0|12411&0|16975&1|13709&0
15344&1|1129&1|12712&0|15344&1|3905&1|4546&1|5420&1|3905&0|15661&1|9853&1;11749&1|8422&1|13598&1;15344&1|1129&1|12712&0|15344&1|3905&1|4546&1|5420&1|3905&0|15661&1|9853&1|11749&1|8422&1|13598&1
19895&1|14005&1|15581&0|11484&1|4312&1|8981&0|7162&1|20387&1|18940&1|12493&0;2720&0|18075&1|8934&0;19895&1|14005&1|15581&0|11484&1|4312&1|8981&0|7162&1|20387&1|18940&1|12493&0|2720&0|18075&1|8934&0
467&0|1131&0|10588&1|17444&0|3692&0|7281&0|12756&1|13006&0|636&1|8015&1;11444&0|9413&0|16842&0;467&0|1131&0|10588&1|17444&0|3692&0|7281&0|12756&1|13006&0|636&1|8015&1|11444&0|9413&0|16842&0
14842&0|3182&0|5875&0|12602&0|20761&0|16156&0|1284&0|140&0|1665&1|14523&0;15609&0|1284&1|3182&0;14842&0|3182&0|5875&0|12602&0|20761&0|16156&0|1284&0|140&0|1665&1|14523&0|15609&0|1284&1|3182&0
12578&1|8305&1|15758&0|3548&1|10930&1|18738&1|1014&0|14597&1|3653&1|15948&1;14292&1|511&1|15346&1;12578&1|8305&1|15758&0|3548&1|10930&1|18738&1|1014&0|14597&1|3653&1|15948&1|14292&1|511&1|15346&1
14120&0|7455&1|8566&0|14120&0|3204&0|19639&1|7455&1|3204&0|4518&1|15216&0;10234&1|18399&1|8092&0;14120&0|7455&1|8566&0|14120&0|3204&0|19639&1|7455&1|3204&0|4518&1|15216&0|10234&1|18399&1|8092&0
9657&0|9853&0|11945&0|13598&1|14047&0|13163&1|1284&1|12604&0|11484&1|1224&1;10642&0|15659&0|4192&0;9657&0|9853&0|11945&0|13598&1|14047&0|13163&1|1284&1|12604&0|11484&1|1224&1|10642&0|15659&0|4192&0
11558&0|20110&0|9699&0|11513&0|9182&0|9732&0|5454&0|7082&1|3843&0|17537&0;7082&1|7082&1|7082&1;11558&0|20110&0|9699&0|11513&0|9182&0|9732&0|5454&0|7082&1|3843&0|17537&0|7082&1|7082&1|7082&1
14740&1|1&1|14357&0|13987&0|14740&0|6610&0|14357&0|1&0|14357&0|6610&1;10791&1|2755&0|3935&0;14740&1|1&1|14357&0|13987&0|14740&0|6610&0|14357&0|1&0|14357&0|6610&1|10791&1|2755&0|3935&0
17248&0|2407&0|6333&0|13961&0|16376&0|602&0|11821&1|16647&0|13690&0|8409&1;7716&0|4732&0|10939&0;17248&0|2407&0|6333&0|13961&0|16376&0|602&0|11821&1|16647&0|13690&0|8409&1|7716&0|4732&0|10939&0
3307&0|20530&0|13429&0|209&0|9790&0|13018&0|17297&0|20539&0|1896&0|1896&0;4241&0|6709&1|6709&0;3307&0|20530&0|13429&0|209&0|9790&0|13018&0|17297&0|20539&0|1896&0|1896&0|4241&0|6709&1|6709&0
19198&0|19339&1|19884&1|2274&1|18033&1|3464&1|1491&0|850&0|11218&0|17418&0;19286&0|5962&0|14622&0;19198&0|19339&1|19884&1|2274&1|18033&1|3464&1|1491&0|850&0|11218&0|17418&0|19286&0|5962&0|14622&0
19205&0|9323&0|10032&0|9999&0|16268&0|7297&1|9291&0|9323&0|6399&0|10089&0;7297&0|9323&0|16268&1;19205&0|9323&0|10032&0|9999&0|16268&0|7297&1|9291&0|9323&0|6399&0|10089&0|7297&0|9323&0|16268&1
15216&1|20425&0|14523&1|6181&1|6181&1|11428&0|5861&0|7162&0|14557&0|6181&1;19793&0|19793&1|19793&1;15216&1|20425&0|14523&1|6181&1|6181&1|11428&0|5861&0|7162&0|14557&0|6181&1|19793&0|19793&1|19793&1
16730&1|4546&1|11749&1|15609&1|20761&1|13959&0|8718&1|5875&1|19883&1|15661&0;7584&1|19959&1|7148&1;16730&1|4546&1|11749&1|15609&1|20761&1|13959&0|8718&1|5875&1|19883&1|15661&0|7584&1|19959&1|7148&1
9422&1|14461&0|12951&0|8405&0|16914&0|10595&0|279&0|4750&1|13598&1|7863&1;8776&0|9636&0|14040&0;9422&1|14461&0|12951&0|8405&0|16914&0|10595&0|279&0|4750&1|13598&1|7863&1|8776&0|9636&0|14040&0
2377&1|20246&0|19721&1|19443&0|3266&1|5298&1|19055&1|19555&1|7173&1|1012&1;5666&1|6020&0|16140&1;2377&1|20246&0|19721&1|19443&0|3266&1|5298&1|19055&1|19555&1|7173&1|1012&1|5666&1|6020&0|16140&1
12801&0|2598&0|14968&0|11911&0|11923&0|10482&0|1219&0|2131&0|7448&0|4122&0;11548&0|9355&0|18393&0;12801&0|2598&0|14968&0|11911&0|11923&0|10482&0|1219&0|2131&0|7448&0|4122&0|11548&0|9355&0|18393&0
1147&1|3707&0|6378&0|2193&0|6211&0|1762&0|265&1|16607&1|7275&1|6957&0;4533&0|8956&0|10065&0;1147&1|3707&0|6378&0|2193&0|6211&0|1762&0|265&1|16607&1|7275&1|6957&0|4533&0|8956&0|10065&0
11945&1|12289&1|16796&1|11203&1|16791&1|5368&1|14047&1|3905&1|12621&1|15517&1;16730&0|17113&1|250&1;11945&1|12289&1|16796&1|11203&1|16791&1|5368&1|14047&1|3905&1|12621&1|15517&1|16730&0|17113&1|250&1
4118&0|15216&0|8566&1|4192&1|9657&1|10364&0|10642&0|3500&0|9942&1|7162&0;16975&0|19783&0|13709&1;4118&0|15216&0|8566&1|4192&1|9657&1|10364&0|10642&0|3500&0|9942&1|7162&0|16975&0|19783&0|13709&1
12626&0|15436&0|3813&0|13178&0|1201&0|8926&0|9479&0|14152&0|13049&0|256&0;4570&0|9796&0|13914&1;12626&0|15436&0|3813&0|13178&0|1201&0|8926&0|9479&0|14152&0|13049&0|256&0|4570&0|9796&0|13914&1
3679&1|10277&1|11201&0|11419&1|12268&1|4047&1|17359&1|490&0|10826&1|4265&1;4126&1|13648&0|17547&1;3679&1|10277&1|11201&0|11419&1|12268&1|4047&1|17359&1|490&0|10826&1|4265&1|4126&1|13648&0|17547&1
15661&0|6929&1|1120&1|3931&0|2473&1|17645&1|20683&1|13753&1|732&1|18544&1;6915&1|8039&1|11999&1;15661&0|6929&1|1120&1|3931&0|2473&1|17645&1|20683&1|13753&1|732&1|18544&1|6915&1|8039&1|11999&1
15425&1|13229&0|15425&1|17174&0|15425&1|15425&1|15425&1|15425&1|15425&1|6548&0;15425&1|15425&1|15425&1;15425&1|13229&0|15425&1|17174&0|15425&1|15425&1|15425&1|15425&1|15425&1|6548&0|15425&1|15425&1|15425&1
3665&0|10671&1|17933&0|15819&0|10369&1|18441&0|15242&1|9809&0|12900&1|267&1;10799&0|14818&0|14818&0;3665&0|10671&1|17933&0|15819&0|10369&1|18441&0|15242&1|9809&0|12900&1|267&1|10799&0|14818&0|14818&0
6968&0|7956&0|16661&1|15962&0|13097&1|4740&1|9658&1|9005&1|4740&0|15042&0;7403&1|4380&1|422&1;6968&0|7956&0|16661&1|15962&0|13097&1|4740&1|9658&1|9005&1|4740&0|15042&0|7403&1|4380&1|422&1
8599&1|19656&0|14572&0|14993&0|6598&1|13057&0|8798&0|8269&0|15659&0|11154&0;3329&0|2280&0|109&0;8599&1|19656&0|14572&0|14993&0|6598&1|13057&0|8798&0|8269&0|15659&0|11154&0|3329&0|2280&0|109&0
4949&0|3323&0|3323&0|1032&0|158&0|19029&1|3323&0|3091&0|4949&0|20212&0;1032&1|11782&1|1314&0;4949&0|3323&0|3323&0|1032&0|158&0|19029&1|3323&0|3091&0|4949&0|20212&0|1032&1|11782&1|1314&0
3845&0|2617&0|17306&0|2340&0|14579&0|1126&0|5920&0|8973&1|16507&0|13502&0;346&0|2691&0|6430&0;3845&0|2617&0|17306&0|2340&0|14579&0|1126&0|5920&0|8973&1|16507&0|13502&0|346&0|2691&0|6430&0
13598&1|12934&1|9187&1|6917&0|17373&1|1888&1|17746&0|12894&1|2903&1|16963&1;2080&1|17537&1|8543&1;13598&1|12934&1|9187&1|6917&0|17373&1|1888&1|17746&0|12894&1|2903&1|16963&1|2080&1|17537&1|8543&1
1284&0|8567&1|8092&1|106&1|1284&1|18717&0|3025&0|1717&1|10939&0|1284&0;16347&0|7653&1|13128&0;1284&0|8567&1|8092&1|106&1|1284&1|18717&0|3025&0|1717&1|10939&0|1284&0|16347&0|7653&1|13128&0
13598&0|8566&1|2494&0|10364&0|13163&0|10642&0|8566&0|15216&1|4118&0|15216&1;9657&1|4118&1|2494&1;13598&0|8566&1|2494&0|10364&0|13163&0|10642&0|8566&0|15216&1|4118&0|15216&1|9657&1|4118&1|2494&1
1999&1|11376&0|6546&1|11376&1|4966&1|19528&1|4966&0|14651&0|14651&1|11464&1;1852&0|19528&1|19291&1;1999&1|11376&0|6546&1|11376&1|4966&1|19528&1|4966&0|14651&0|14651&1|11464&1|1852&0|19528&1|19291&1
8052&0|10631&0|3500&0|15216&1|19031&0|3500&0|20636&0|16564&1|4098&0|18718&0;11484&0|19959&0|9753&0;8052&0|10631&0|3500&0|15216&1|19031&0|3500&0|20636&0|16564&1|4098&0|18718&0|11484&0|19959&0|9753&0
10319&1|12963&0|15801&1|19783&1|8090&0|6191&0|14327&0|15730&0|18985&0|8783&0;12581&0|8513&0|11833&0;10319&1|12963&0|15801&1|19783&1|8090&0|6191&0|14327&0|15730&0|18985&0|8783&0|12581&0|8513&0|11833&0
4765&0|17183&0|10217&0|4837&0|12512&0|10838&0|461&0|17795&0|13966&0|18349&0;12604&0|11484&1|3556&1;4765&0|17183&0|10217&0|4837&0|12512&0|10838&0|461&0|17795&0|13966&0|18349&0|12604&0|11484&1|3556&1
1193&0|13611&0|20316&0|19025&0|12340&1|4026&0|11551&0|14279&0|2206&0|11523&0;12340&1|14279&1|10747&1;1193&0|13611&0|20316&0|19025&0|12340&1|4026&0|11551&0|14279&0|2206&0|11523&0|12340&1|14279&1|10747&1
3034&1|11060&1|8431&1|9612&1|1524&1|18065&0|10219&1|10958&1|17767&0|12604&1;9826&0|9306&0|9128&0;3034&1|11060&1|8431&1|9612&1|1524&1|18065&0|10219&1|10958&1|17767&0|12604&1|9826&0|9306&0|9128&0
13187&0|578&0|8422&1|10234&1|13187&0|8422&1|10234&1|10234&1|13187&0|13187&0;13187&0|10234&0|13187&0;13187&0|578&0|8422&1|10234&1|13187&0|8422&1|10234&1|10234&1|13187&0|13187&0|13187&0|10234&0|13187&0
6383&0|16194&0|13365&0|11847&0|17452&0|11165&0|16230&0|1408&0|14250&0|15512&0;245&1|15594&1|13365&1;6383&0|16194&0|13365&0|11847&0|17452&0|11165&0|16230&0|1408&0|14250&0|15512&0|245&1|15594&1|13365&1
5544&1|11749&1|13598&0|4017&1|11154&0|14047&0|2280&0|4168&0|11994&1|14572&0;13386&0|3486&1|15505&0;5544&1|11749&1|13598&0|4017&1|11154&0|14047&0|2280&0|4168&0|11994&1|14572&0|13386&0|3486&1|15505&0
4436&1|12201&1|8711&1|5649&1|2485&0|5649&0|8781&1|16032&0|8359&1|7788&1;3593&1|8018&1|7515&0;4436&1|12201&1|8711&1|5649&1|2485&0|5649&0|8781&1|16032&0|8359&1|7788&1|3593&1|8018&1|7515&0
9422&1|8599&0|18740&0|4192&0|8776&0|3500&0|10099&0|3025&0|578&0|16156&0;9133&0|17421&0|6769&0;9422&1|8599&0|18740&0|4192&0|8776&0|3500&0|10099&0|3025&0|578&0|16156&0|9133&0|17421&0|6769&0
15360&0|9606&0|11175&0|15216&1|15360&0|20735&0|6130&0|9991&0|9606&1|13429&0;11753&0|3268&0|15992&0;15360&0|9606&0|11175&0|15216&1|15360&0|20735&0|6130&0|9991&0|9606&1|13429&0|11753&0|3268&0|15992&0
13077&0|13598&0|2059&0|7990&0|13035&0|16626&0|18763&0|12951&0|9192&0|19343&1;3098&0|3098&1|9192&1;13077&0|13598&0|2059&0|7990&0|13035&0|16626&0|18763&0|12951&0|9192&0|19343&1|3098&0|3098&1|9192&1
16394&0|12205&0|15505&0|9206&1|15404&0|12729&0|20202&1|11795&1|3429&1|6237&0;1299&0|18236&0|12143&0;16394&0|12205&0|15505&0|9206&1|15404&0|12729&0|20202&1|11795&1|3429&1|6237&0|1299&0|18236&0|12143&0
11319&1|4261&0|14265&0|10297&0|13155&1|11767&0|6297&1|15796&0|6385&0|4267&1;18062&1|17289&0|13191&1;11319&1|4261&0|14265&0|10297&0|13155&1|11767&0|6297&1|15796&0|6385&0|4267&1|18062&1|17289&0|13191&1
5026&0|1700&0|7402&0|18651&0|3851&0|2343&0|3884&1|19129&0|409&1|10101&1;19737&1|20061&0|6580&1;5026&0|1700&0|7402&0|18651&0|3851&0|2343&0|3884&1|19129&0|409&1|10101&1|19737&1|20061&0|6580&1
19851&1|2420&1|10569&0|16248&0|16248&1|16248&0|3164&0|468&1|3164&1|18719&0;10864&0|17935&0|18653&0;19851&1|2420&1|10569&0|16248&0|16248&1|16248&0|3164&0|468&1|3164&1|18719&0|10864&0|17935&0|18653&0
20173&0|2629&0|11040&0|6181&0|20173&1|11521&1|2629&1|19092&0|4685&0|19092&1;20173&1|17888&1|11040&1;20173&0|2629&0|11040&0|6181&0|20173&1|11521&1|2629&1|19092&0|4685&0|19092&1|20173&1|17888&1|11040&1
20285&0|19094&0|14523&0|19959&1|7066&1|19895&0|14652&0|4458&0|12963&1|4118&0;4485&0|10581&0|13965&0;20285&0|19094&0|14523&0|19959&1|7066&1|19895&0|14652&0|4458&0|12963&1|4118&0|4485&0|10581&0|13965&0
7353&1|17538&0|18310&1|16077&1|5342&0|15827&1|981&1|5342&1|16852&1|14025&1;6331&1|14245&1|11829&1;7353&1|17538&0|18310&1|16077&1|5342&0|15827&1|981&1|5342&1|16852&1|14025&1|6331&1|14245&1|11829&1
15592&1|3268&1|4018&0|6149&0|15592&0|1976&0|15592&1|644&0|15592&1|3268&1;16719&0|5371&0|3652&1;15592&1|3268&1|4018&0|6149&0|15592&0|1976&0|15592&1|644&0|15592&1|3268&1|16719&0|5371&0|3652&1
566&1|7327&0|13730&1|10150&0|11072&1|1089&0|12297&1|9753&0|19082&0|11386&0;17909&1|20444&0|9974&0;566&1|7327&0|13730&1|10150&0|11072&1|1089&0|12297&1|9753&0|19082&0|11386&0|17909&1|20444&0|9974&0
7268&0|16487&0|11986&1|14576&0|8180&0|18246&0|10759&0|4484&1|11511&0|13429&0;3449&0|7292&0|11511&0;7268&0|16487&0|11986&1|14576&0|8180&0|18246&0|10759&0|4484&1|11511&0|13429&0|3449&0|7292&0|11511&0
15117&1|3660&1|5407&1|865&1|20480&1|8839&1|19373&1|8839&1|19953&0|4179&1;13658&1|2071&1|1402&1;15117&1|3660&1|5407&1|865&1|20480&1|8839&1|19373&1|8839&1|19953&0|4179&1|13658&1|2071&1|1402&1
2645&0|16208&0|313&1|14700&1|18868&0|12062&0|6414&0|746&1|6400&0|15442&0;16156&0|13825&0|13502&0;2645&0|16208&0|313&1|14700&1|18868&0|12062&0|6414&0|746&1|6400&0|15442&0|16156&0|13825&0|13502&0
